"Author","Confidence-Score-score","Detection Method","Detection Method ID","interaction","Interaction Type","Module_Edge_Color","name","Primary Interaction Type","Publication DB","Publication ID","selected","shared interaction","shared name","Source Database"
"Havugimana PC (2012)","0.89","biochemical","MI:0401","748063","colocalization","-1","291 (748063) 140801","colocalization","pubmed","22939629","false","748063","291 (748063) 140801","psi-mi"
"Huttlin EL (2015)","0.999782789","affinity chromatography technology","MI:0004","1187176","physical association","-1","26052 (1187176) 1785","physical association","pubmed","26186194","false","1187176","26052 (1187176) 1785","psi-mi"
"Roux KJ (2012)",,"bioid","MI:1313","871756","physical association","-1","4000 (871756) 57794","physical association","pubmed","22412018","false","871756","4000 (871756) 57794","psi-mi"
"Wan C (2015)","0.99999781","biochemical","MI:0401","1273536","colocalization","-1","4621 (1273536) 7169","colocalization","pubmed","26344197","false","1273536","4621 (1273536) 7169","psi-mi"
"Havugimana PC (2012)","0.872","biochemical","MI:0401","748432","colocalization","-1","291 (748432) 100128525","colocalization","pubmed","22939629","false","748432","291 (748432) 100128525","psi-mi"
"Wan C (2015)","0.102014603","biochemical","MI:0401","1262408","colocalization","-1","1785 (1262408) 2632","colocalization","pubmed","26344197","false","1262408","1785 (1262408) 2632","psi-mi"
"Roux KJ (2012)",,"bioid","MI:1313","871757","physical association","-1","4000 (871757) 3181","physical association","pubmed","22412018","false","871757","4000 (871757) 3181","psi-mi"
"Wan C (2015)","0.233470129","biochemical","MI:0401","1258117","colocalization","-1","4620 (1258117) 88","colocalization","pubmed","26344197","false","1258117","4620 (1258117) 88","psi-mi"
"Havugimana PC (2012)","0.843","biochemical","MI:0401","749328","colocalization","-1","291 (749328) 2590","colocalization","pubmed","22939629","false","749328","291 (749328) 2590","psi-mi"
"Wan C (2015)","0.071357297","biochemical","MI:0401","1262495","colocalization","-1","1785 (1262495) 26088","colocalization","pubmed","26344197","false","1262495","1785 (1262495) 26088","psi-mi"
"Miller MK (2003)",,"two hybrid","MI:0018","253331","direct interaction","-1","84665 (253331) 7273","direct interaction","pubmed","14583192","false","253331","84665 (253331) 7273","psi-mi"
"Roux KJ (2012)",,"bioid","MI:1313","871758","physical association","-1","4000 (871758) 10914","physical association","pubmed","22412018","false","871758","4000 (871758) 10914","psi-mi"
"Havugimana PC (2012)","0.816","biochemical","MI:0401","750496","colocalization","-1","291 (750496) 6189","colocalization","pubmed","22939629","false","750496","291 (750496) 6189","psi-mi"
"Bang ML (2001)",,"two hybrid","MI:0018","117","direct interaction","-1","84665 (117) 88","direct interaction","pubmed","11309420","false","117","84665 (117) 88","psi-mi"
"Bharti P (2011)",,"biochemical","MI:0401","832333","association","-1","5195 (832333) 1785","association","pubmed","21525035","false","832333","5195 (832333) 1785","psi-mi"
"Roux KJ (2012)",,"bioid","MI:1313","871759","physical association","-1","4000 (871759) 8241","physical association","pubmed","22412018","false","871759","4000 (871759) 8241","psi-mi"
"Bang ML (2001)",,"two hybrid","MI:0018","288925","direct interaction","-1","88 (288925) 84665","direct interaction","pubmed","11309420","false","288925","88 (288925) 84665","psi-mi"
"Bisson N (2011)",,"affinity chromatography technology","MI:0004","832531","physical association","-1","2885 (832531) 1785","physical association","pubmed","21706016","false","832531","2885 (832531) 1785","psi-mi"
"Havugimana PC (2012)","0.815","biochemical","MI:0401","750517","colocalization","-1","1073 (750517) 5464","colocalization","pubmed","22939629","false","750517","1073 (750517) 5464","psi-mi"
"Roux KJ (2012)",,"bioid","MI:1313","871760","physical association","-1","4000 (871760) 2521","physical association","pubmed","22412018","false","871760","4000 (871760) 2521","psi-mi"
"Elhamdani A (2006)",,"pull down","MI:0096","833685","direct interaction","-1","1785 (833685) 273","direct interaction","pubmed","16696976","false","833685","1785 (833685) 273","psi-mi"
"Elhamdani A (2006)",,"pull down","MI:0096","833686","direct interaction","-1","1785 (833686) 2885","direct interaction","pubmed","16696976","false","833686","1785 (833686) 2885","psi-mi"
"Havugimana PC (2012)","0.783","biochemical","MI:0401","752251","colocalization","-1","291 (752251) 6187","colocalization","pubmed","22939629","false","752251","291 (752251) 6187","psi-mi"
"Royer B (2013)",,"pull down","MI:0096","1055718","direct interaction","-1","274 (1055718) 4534","direct interaction","pubmed","23917616","false","1055718","274 (1055718) 4534","psi-mi"
"Roux KJ (2012)",,"bioid","MI:1313","871761","physical association","-1","4000 (871761) 55094","physical association","pubmed","22412018","false","871761","4000 (871761) 55094","psi-mi"
"Royer B (2013)",,"affinity chromatography technology","MI:0004","1055719","physical association","-1","274 (1055719) 4534","physical association","pubmed","23917616","false","1055719","274 (1055719) 4534","psi-mi"
"Roux KJ (2012)",,"bioid","MI:1313","871762","physical association","-1","4000 (871762) 7536","physical association","pubmed","22412018","false","871762","4000 (871762) 7536","psi-mi"
"Elhamdani A (2006)",,"pull down","MI:0096","833687","direct interaction","-1","1785 (833687) 79694","direct interaction","pubmed","16696976","false","833687","1785 (833687) 79694","psi-mi"
"Havugimana PC (2012)","0.763","biochemical","MI:0401","753573","colocalization","-1","291 (753573) 220717","colocalization","pubmed","22939629","false","753573","291 (753573) 220717","psi-mi"
"Royer B (2013)",,"affinity chromatography technology","MI:0004","1055722","physical association","-1","4534 (1055722) 274","physical association","pubmed","23917616","false","1055722","4534 (1055722) 274","psi-mi"
"Elhamdani A (2006)",,"pull down","MI:0096","833688","direct interaction","-1","1785 (833688) 6453","direct interaction","pubmed","16696976","false","833688","1785 (833688) 6453","psi-mi"
"Roux KJ (2012)",,"bioid","MI:1313","871763","physical association","-1","4000 (871763) 23350","physical association","pubmed","22412018","false","871763","4000 (871763) 23350","psi-mi"
"Marttila M (2014)",,"pull down","MI:0096","1240217","direct interaction","-1","4703 (1240217) 7169","direct interaction","pubmed","25110572","false","1240217","4703 (1240217) 7169","psi-mi"
"Neganova I (2011)",,"affinity chromatography technology","MI:0004","688489","physical association","-1","1017 (688489) 291","physical association","pubmed","21319273","false","688489","1017 (688489) 291","psi-mi"
"Gao Y (2012)",,"affinity chromatography technology","MI:0004","835078","physical association","-1","3782 (835078) 1785","physical association","pubmed","22952906","false","835078","3782 (835078) 1785","psi-mi"
"Wan C (2015)","0.361934231","biochemical","MI:0401","1258121","colocalization","-1","4625 (1258121) 88","colocalization","pubmed","26344197","false","1258121","4625 (1258121) 88","psi-mi"
"Roux KJ (2012)",,"bioid","MI:1313","871764","physical association","-1","4000 (871764) 8220","physical association","pubmed","22412018","false","871764","4000 (871764) 8220","psi-mi"
"Bennett EJ (2010)",,"affinity chromatography technology","MI:0004","689850","physical association","-1","10987 (689850) 291","physical association","pubmed","21145461","false","689850","10987 (689850) 291","psi-mi"
"Wan C (2015)","0.999996877","biochemical","MI:0401","1273538","colocalization","-1","4625 (1273538) 7169","colocalization","pubmed","26344197","false","1273538","4625 (1273538) 7169","psi-mi"
"Byron A (2012)",,"affinity chromatography technology","MI:0004","836988","physical association","-1","3676 (836988) 1785","physical association","pubmed","22623428","false","836988","3676 (836988) 1785","psi-mi"
"Roux KJ (2012)",,"bioid","MI:1313","871765","physical association","-1","4000 (871765) 10236","physical association","pubmed","22412018","false","871765","4000 (871765) 10236","psi-mi"
"Wang J (2011)",,"two hybrid","MI:0018","893619","direct interaction","-1","1785 (893619) 2885","direct interaction","pubmed","21988832","false","893619","1785 (893619) 2885","psi-mi"
"Bett JS (2013)",,"affinity chromatography technology","MI:0004","859547","physical association","-1","9924 (859547) 1073","physical association","pubmed","23398456","false","859547","9924 (859547) 1073","psi-mi"
"Roux KJ (2012)",,"bioid","MI:1313","871766","physical association","-1","4000 (871766) 24144","physical association","pubmed","22412018","false","871766","4000 (871766) 24144","psi-mi"
"Tong J (2014)",,"affinity chromatography technology","MI:0004","946430","physical association","-1","1956 (946430) 1785","physical association","pubmed","24797263","false","946430","1956 (946430) 1785","psi-mi"
"Roux KJ (2012)",,"bioid","MI:1313","871767","physical association","-1","4000 (871767) 1654","physical association","pubmed","22412018","false","871767","4000 (871767) 1654","psi-mi"
"Rolland T (2014)",,"two hybrid","MI:0018","1042768","direct interaction","-1","7138 (1042768) 7170","direct interaction","pubmed","25416956","false","1042768","7138 (1042768) 7170","psi-mi"
"Scifo E (2013)",,"affinity chromatography technology","MI:0004","861088","physical association","-1","1201 (861088) 291","physical association","pubmed","23464991","false","861088","1201 (861088) 291","psi-mi"
"Milev MP (2012)",,"affinity chromatography technology","MI:0004","950361","physical association","-1","6780 (950361) 1785","physical association","pubmed","23125841","false","950361","6780 (950361) 1785","psi-mi"
"Roux KJ (2012)",,"bioid","MI:1313","871768","physical association","-1","4000 (871768) 5496","physical association","pubmed","22412018","false","871768","4000 (871768) 5496","psi-mi"
"Wu T (2014)",,"unspecified method","MI:0686","1255751","direct interaction","-1","274 (1255751) 1785","direct interaction","pubmed","25350771","false","1255751","274 (1255751) 1785","psi-mi"
"Tsujita K (2006)",,"pull down","MI:0096","918506","direct interaction","-1","9051 (918506) 1785","direct interaction","pubmed","16418535","false","918506","9051 (918506) 1785","psi-mi"
"Scifo E (2013)",,"affinity chromatography technology","MI:0004","861154","physical association","-1","1203 (861154) 291","physical association","pubmed","23464991","false","861154","1203 (861154) 291","psi-mi"
"Roux KJ (2012)",,"bioid","MI:1313","871769","physical association","-1","4000 (871769) 11052","physical association","pubmed","22412018","false","871769","4000 (871769) 11052","psi-mi"
"Wan C (2015)","0.965456147","biochemical","MI:0401","1273530","colocalization","-1","88 (1273530) 7169","colocalization","pubmed","26344197","false","1273530","88 (1273530) 7169","psi-mi"
"Wan C (2015)","0.960705313","biochemical","MI:0401","1258124","colocalization","-1","7170 (1258124) 88","colocalization","pubmed","26344197","false","1258124","7170 (1258124) 88","psi-mi"
"Tsujita K (2006)",,"pull down","MI:0096","918507","direct interaction","-1","54874 (918507) 1785","direct interaction","pubmed","16418535","false","918507","54874 (918507) 1785","psi-mi"
"Perez-Hernandez D (2013)",,"affinity chromatography technology","MI:0004","861225","physical association","-1","975 (861225) 1073","physical association","pubmed","23463506","false","861225","975 (861225) 1073","psi-mi"
"Roux KJ (2012)",,"bioid","MI:1313","871770","physical association","-1","4000 (871770) 9141","physical association","pubmed","22412018","false","871770","4000 (871770) 9141","psi-mi"
"Perez-Hernandez D (2013)",,"affinity chromatography technology","MI:0004","861392","physical association","-1","93185 (861392) 1073","physical association","pubmed","23463506","false","861392","93185 (861392) 1073","psi-mi"
"DAlessandro M (2015)",,"pull down","MI:0096","1513402","direct interaction","-1","274 (1513402) 58","direct interaction","pubmed","26506308","false","1513402","274 (1513402) 58","psi-mi"
"Tsujita K (2006)",,"pull down","MI:0096","918508","direct interaction","-1","23048 (918508) 1785","direct interaction","pubmed","16418535","false","918508","23048 (918508) 1785","psi-mi"
"Roux KJ (2012)",,"bioid","MI:1313","871771","physical association","-1","4000 (871771) 57092","physical association","pubmed","22412018","false","871771","4000 (871771) 57092","psi-mi"
"Havugimana PC (2012)","0.907","biochemical","MI:0401","747686","colocalization","-1","7169 (747686) 7170","colocalization","pubmed","22939629","false","747686","7169 (747686) 7170","psi-mi"
"Tsujita K (2006)",,"pull down","MI:0096","918509","direct interaction","-1","9322 (918509) 1785","direct interaction","pubmed","16418535","false","918509","9322 (918509) 1785","psi-mi"
